Reactions_Number,Temperature,S_C,H_logP,H_TPSA,Atom1 NBO charge,Atom3 NBO charge,Atom4 NBO charge,C=O/C=N Vibration Frequency,Sterimol L1,Sterimol Bmin1,Sterimol Bmax1,Sterimol L2,Sterimol Bmin2,Sterimol Bmax2,C_Di_HA,Bite_Anger,C_BL1,C_BL2,Ph_distance,N_Q1,N_Q2,M_Q,%V_bur,Ee
R11_11_Cat05_T298,298,200,0.17,27.57,-0.599,-0.21,-0.221,1780.96,11.52 ,1.97 ,4.64 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,0
R11_21_Cat05_T298,298,200,0.17,27.57,-0.604,-0.209,-0.221,1772.22,8.21 ,2.65 ,4.80 ,6.06 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,0
R11_09_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.222,1782.04,7.32 ,1.70 ,6.04 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,6
R11_08_Cat05_T298,298,200,0.17,27.57,-0.6,-0.209,-0.221,1780.31,9.06 ,1.82 ,4.79 ,6.06 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,7
R11_10_Cat05_T298,298,200,0.17,27.57,-0.598,-0.209,-0.222,1783.32,9.06 ,1.82 ,4.79 ,7.32 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,12
R11_12_Cat05_T298,298,200,0.17,27.57,-0.611,-0.205,-0.209,1778.51,6.11 ,1.95 ,6.81 ,5.24 ,1.70 ,3.95 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,16
R11_19_Cat05_T298,298,200,0.17,27.57,-0.596,-0.21,-0.221,1783.43,6.09 ,1.70 ,6.05 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,21
R10_04_Cat05_T300,300,100,0.17,27.57,-0.577,0.619,-0.178,1723.66,6.24 ,1.70 ,6.05 ,5.93 ,1.70 ,3.49 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,24.6
R15_01_Cat08_T273_03,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79 ,2.93 ,5.49 ,3.47 ,1.70 ,4.96 ,39.81,75.53,2.14825,2.17778,1.73,-0.875,-0.57,0.053,0.803,25
R11_04_Cat05_T298,298,200,0.17,27.57,-0.606,-0.204,-0.22,1775.87,9.06 ,1.82 ,4.78 ,5.25 ,1.70 ,3.96 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,27
R11_22_Cat05_T298,298,200,0.17,27.57,-0.595,-0.21,-0.217,1785.95,6.08 ,1.70 ,6.04 ,3.69 ,1.70 ,7.39 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,27
R11_23_Cat05_T298,298,200,0.17,27.57,-0.596,-0.21,-0.223,1783.3,7.55 ,1.70 ,6.50 ,7.55 ,1.70 ,6.50 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,28
R11_24_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.223,1782.68,6.07 ,1.70 ,7.47 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,28
R15_01_Cat08_T273_02,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79 ,2.93 ,5.49 ,3.47 ,1.70 ,4.96 ,40.81,78.9,2.15507,2.12024,1.74,-0.85,-0.732,0.008,0.745,28
R10_07_Cat05_T300,300,100,0.17,27.57,-0.539,0.606,-0.164,1767.09,8.33 ,1.70 ,4.03 ,4.49 ,1.70 ,4.97 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,29.5
R11_01_Cat05_T298,298,200,0.17,27.57,-0.606,-0.205,-0.221,1776.53,6.07 ,1.70 ,6.04 ,3.84 ,1.70 ,2.87 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,30
R11_07_Cat05_T298,298,200,0.17,27.57,-0.605,-0.203,-0.22,1777.06,9.06 ,1.82 ,4.78 ,6.56 ,1.74 ,3.41 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,31
R11_14_Cat05_T298,298,200,0.17,27.57,-0.604,-0.206,-0.218,1770.57,9.04 ,1.81 ,4.80 ,6.79 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,33
R10_05_Cat05_T300,300,100,0.17,27.57,-0.589,0.622,-0.199,1714.4,6.24 ,1.70 ,6.05 ,6.89 ,1.70 ,4.02 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,34.9
R15_01_Cat08_T273_04,273,200,0.17,27.57,-0.561,-0.167,-0.24,1759.02,6.79 ,2.93 ,5.49 ,3.47 ,1.70 ,4.96 ,40.8,77.14,2.15921,2.15291,1.74,-0.846,-0.553,0.023,0.794,36
R11_06_Cat05_T298,298,200,0.17,27.57,-0.605,-0.203,-0.221,1777.87,6.07 ,1.70 ,6.04 ,6.56 ,1.74 ,3.41 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,37
R11_03_Cat05_T298,298,200,0.17,27.57,-0.606,-0.204,-0.221,1775.94,6.07 ,1.70 ,6.04 ,5.25 ,1.70 ,3.96 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,39
R11_02_Cat05_T298,298,200,0.17,27.57,-0.606,-0.202,-0.221,1775.5,6.07 ,1.70 ,6.04 ,7.94 ,1.70 ,3.46 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,41
R14_16_Cat05_T298,298,100,0.17,27.57,-0.578,-0.13,-0.309,1713.53,5.24 ,1.70 ,7.69 ,6.30 ,1.70 ,6.04 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,41
R11_13_Cat05_T298,298,200,0.17,27.57,-0.603,-0.194,-0.225,1783.32,6.97 ,1.70 ,5.81 ,6.05 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,42
R10_01_Cat05_T300,300,100,0.17,27.57,-0.57,0.618,-0.168,1729.44,6.24 ,1.70 ,6.05 ,3.43 ,1.70 ,4.96 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,43.6
R10_03_Cat05_T300,300,100,0.17,27.57,-0.566,0.617,-0.167,1731.15,6.24 ,1.70 ,6.05 ,3.44 ,1.70 ,6.27 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,45.4
R11_05_Cat05_T298,298,200,0.17,27.57,-0.613,-0.206,-0.229,1770.5,6.23 ,1.89 ,6.96 ,6.05 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,46
R11_16_Cat05_T298,298,200,0.17,27.57,-0.597,-0.21,-0.216,1781.79,10.31 ,1.70 ,6.34 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,46
R10_10_Cat05_T300,300,100,0.17,27.57,-0.509,0.601,-0.166,1796.81,8.34 ,1.70 ,3.74 ,4.51 ,1.74 ,4.43 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,50
R11_25_Cat05_T298,298,200,0.17,27.57,-0.595,-0.21,-0.221,1783.09,6.09 ,1.70 ,6.94 ,6.08 ,1.70 ,6.04 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,50
R10_02_Cat05_T300,300,100,0.17,27.57,-0.573,0.619,-0.182,1727.26,7.88 ,1.70 ,6.04 ,3.43 ,1.70 ,5.57 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,52.04
R11_18_Cat05_T298,298,200,0.17,27.57,-0.603,-0.204,-0.222,1779.03,6.09 ,1.70 ,6.06 ,5.25 ,1.70 ,3.96 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,59
R16_01_Cat06_T313_02,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,40.6,74.85,2.15734,2.17588,1.73,-0.875,-0.57,0.042,0.809,60
R16_01_Cat04_T313_03,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,41.7,78.69,2.19256,2.17619,1.74,-0.865,-0.738,0.031,0.782,61
R11_17_Cat05_T298,298,200,0.17,27.57,-0.605,-0.202,-0.22,1775.04,10.30 ,1.70 ,6.30 ,6.79 ,1.83 ,6.13 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,65
R18_05_Cat11_T293,293,200,0.17,27.57,-0.708,-0.112,-0.514,1607.8,4.52 ,2.17 ,4.60 ,5.48 ,1.81 ,3.10 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,67
R11_15_Cat05_T298,298,200,0.17,27.57,-0.605,-0.204,-0.216,1776.8,10.31 ,1.70 ,6.35 ,5.24 ,1.70 ,3.96 ,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,68
R18_04_Cat11_T293,293,200,0.17,27.57,-0.702,-0.116,-0.742,1614.16,4.52 ,2.17 ,4.60 ,2.19 ,1.70 ,2.14 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,68
R04_02_Cat05_T301,301,200,0.17,27.57,-0.634,-0.351,-0.791,1735.49,3.54 ,1.70 ,5.03 ,2.19 ,1.70 ,2.13 ,39.9,77.32,2.16677,2.15106,1.74,-0.834,-0.553,0.033,0.792,69
R03_11_Cat04_T303,303,100,0.17,27.57,-0.536,-0.172,-0.217,1752.14,6.55 ,1.70 ,3.83 ,3.43 ,1.70 ,4.96 ,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,70
R14_06_Cat05_T298,298,100,0.17,27.57,-0.564,-0.131,-0.135,1741.24,5.19 ,1.70 ,7.69 ,3.43 ,1.70 ,6.39 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,70
R16_07_Cat10_T313,313,20,0.17,27.57,-0.668,-0.325,-0.35,1654.69,6.68 ,1.70 ,7.37 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,70
R03_12_Cat04_T303,303,100,0.17,27.57,-0.553,-0.203,-0.213,1736.15,6.89 ,1.70 ,4.02 ,6.56 ,1.70 ,3.82 ,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,71
R04_02_Cat05_T287,287,200,0.17,27.57,-0.634,-0.351,-0.791,1735.18,3.54 ,1.70 ,5.03 ,2.19 ,1.70 ,2.13 ,39.9,77.31,2.16696,2.151,1.74,-0.834,-0.553,0.033,0.792,72
R16_01_Cat04_T313_08,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,43.2,77.84,2.15765,2.13152,1.74,-0.859,-0.743,0.014,0.789,73
R16_20_Cat10_T313,313,20,0.17,27.57,-0.67,-0.331,-0.357,1635.46,9.42 ,1.70 ,3.99 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,73
R16_12_Cat10_T313,313,20,0.17,27.57,-0.663,-0.317,-0.359,1649.73,7.29 ,1.70 ,5.97 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,74
R16_21_Cat10_T313,313,20,0.17,27.57,-0.671,-0.332,-0.357,1632.84,7.26 ,1.70 ,7.64 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,74
R06_15_Cat06_T303,303,100,0.17,27.57,-0.619,-0.149,-0.154,1682.76,4.71 ,1.70 ,6.28 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,76
R06_17_Cat06_T303,303,100,0.17,27.57,-0.619,-0.147,-0.153,1684.08,3.42 ,1.70 ,6.39 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,76
R17_02_Cat08_T298,298,100,0.17,27.57,-0.598,0.631,-0.324,1560.48,8.25 ,1.70 ,6.53 ,3.91 ,1.70 ,3.67 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,76
R04_06_Cat05_T313,313,200,0.17,27.57,-0.622,-0.132,-0.156,1700,3.47 ,1.70 ,4.97 ,3.31 ,1.70 ,3.25 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,77
R06_16_Cat06_T303,303,100,0.17,27.57,-0.612,-0.132,-0.156,1686.23,4.03 ,1.70 ,5.58 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,77
R13_01_Cat05_T298,298,67,0.17,27.57,-0.544,0.618,-0.648,1803.15,7.90 ,1.70 ,6.00 ,7.61 ,1.99 ,5.56 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,77
R13_06_Cat05_T298,298,67,0.17,27.57,-0.544,0.615,-0.648,1807.18,7.89 ,1.70 ,6.01 ,6.13 ,2.36 ,3.73 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,77
R16_01_Cat04_T313_05,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,42.8,78.13,2.15219,2.13186,1.74,-0.862,-0.741,0.016,0.787,77
R16_01_Cat04_T313_07,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,42.9,78.2,2.13749,2.12933,1.74,-0.865,-0.74,0.019,0.79,77
R16_02_Cat10_T313,313,20,0.17,27.57,-0.659,-0.311,-0.36,1648.89,3.72 ,1.70 ,7.36 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,77
R17_01_Cat08_T298,298,100,0.17,27.57,-0.596,0.633,-0.319,1560.1,6.53 ,1.70 ,7.28 ,3.92 ,1.70 ,3.67 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,77
R21_01_Cat04_T298_01,298,100,0.17,27.57,-0.543,-0.164,-0.439,1775.83,3.46 ,1.70 ,4.96 ,3.27 ,1.70 ,4.16 ,41.4,78.6,2.15133,2.13191,1.74,-0.854,-0.743,0.025,0.783,77
R10_11_Cat05_T300,300,100,0.17,27.57,-0.565,0.622,-0.182,1736.23,8.34 ,1.70 ,4.05 ,6.15 ,1.70 ,4.66 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,77.9
R04_07_Cat05_T313,313,200,0.17,27.57,-0.653,-0.153,-0.36,1685.64,3.43 ,1.70 ,4.97 ,3.32 ,1.70 ,3.31 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,78
R04_08_Cat05_T313,313,200,0.17,27.57,-0.628,-0.161,-0.354,1708.7,3.43 ,1.70 ,4.97 ,3.29 ,1.70 ,4.48 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,78
R16_17_Cat10_T313,313,20,0.17,27.57,-0.647,-0.288,-0.361,1661.45,4.08 ,1.70 ,8.92 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,78
R16_18_Cat10_T313,313,20,0.17,27.57,-0.665,-0.322,-0.358,1643.22,8.35 ,1.70 ,4.07 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,78
R16_22_Cat10_T313,313,20,0.17,27.57,-0.666,-0.323,-0.358,1637.37,9.42 ,1.70 ,5.54 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,78
R06_24_Cat06_T303,303,100,0.17,27.57,-0.632,-0.144,-0.186,1676.3,6.89 ,1.70 ,4.02 ,3.43 ,1.70 ,6.40 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,79
R13_04_Cat05_T298,298,67,0.17,27.57,-0.548,0.618,-0.647,1799.34,7.90 ,1.70 ,6.00 ,6.47 ,1.70 ,6.04 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,79
R16_01_Cat04_T313_04,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,42.7,78.31,2.1583,2.13019,1.74,-0.858,-0.742,0.014,0.787,79
R16_01_Cat04_T313_06,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.87626,1.7,7.26205,3.32083,1.7,3.3117,42.5,78.37,2.19474,2.12734,1.74,-0.865,-0.738,0.031,0.782,79
R16_14_Cat10_T313,313,20,0.17,27.57,-0.659,-0.309,-0.359,1655.78,3.88 ,1.70 ,8.53 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,79
R16_15_Cat10_T313,313,20,0.17,27.57,-0.659,-0.309,-0.359,1655.1,3.89 ,1.70 ,8.75 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,79
R10_08_Cat05_T300,300,100,0.17,27.57,-0.556,0.609,-0.155,1743.49,8.34 ,1.70 ,4.04 ,4.17 ,1.70 ,4.95 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,79.1
R13_36_Cat05_T298,298,67,0.17,27.57,-0.523,0.751,-0.562,1805.21,5.49 ,1.81 ,3.09 ,5.21 ,1.70 ,3.17 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,80
R19_16_Cat09_T298,298,100,0.17,27.57,-0.482,-0.12,-0.734,1702.93,4.47 ,2.29 ,4.94 ,2.19 ,1.70 ,2.14 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,80
R14_12_Cat05_T298,298,100,0.17,27.57,-0.57,-0.133,-0.148,1737.29,5.21 ,1.70 ,7.69 ,3.44 ,1.70 ,6.51 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,81
R16_01_Cat10_T313,313,20,0.17,27.57,-0.662,-0.315,-0.359,1646.29,3.88 ,1.70 ,7.26 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,81
R16_06_Cat10_T313,313,20,0.17,27.57,-0.664,-0.32,-0.359,1647.82,5.33 ,1.70 ,6.82 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,81
R16_13_Cat10_T313,313,20,0.17,27.57,-0.662,-0.315,-0.359,1655.37,7.26 ,1.70 ,6.52 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,81
R18_07_Cat11_T293,293,200,0.17,27.57,-0.696,-0.09,-0.107,1581.08,4.70 ,1.70 ,4.96 ,4.52 ,2.13 ,4.61 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,81
R19_15_Cat09_T298,298,100,0.17,27.57,-0.486,-0.117,-0.734,1700.17,6.15 ,1.88 ,6.63 ,2.19 ,1.70 ,2.14 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,81
R16_16_Cat10_T313,313,20,0.17,27.57,-0.655,-0.3,-0.36,1656.29,3.97 ,1.70 ,8.92 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,82
R16_19_Cat10_T313,313,20,0.17,27.57,-0.665,-0.321,-0.358,1643.05,9.52 ,1.70 ,5.13 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,82
R16_24_Cat10_T313,313,20,0.17,27.57,-0.662,-0.313,-0.359,1646.11,9.08 ,1.70 ,5.24 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,82
R02_04_Cat03_T301,301,200,0.17,27.57,-0.6,-0.168,-0.533,1738.42,3.46 ,1.70 ,4.96 ,2.29 ,1.70 ,3.47 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,83
R02_07_Cat03_T301,301,200,0.17,27.57,-0.626,-0.153,-0.789,1713.82,6.45 ,1.70 ,4.13 ,2.18 ,1.70 ,2.14 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,83
R16_04_Cat10_T313,313,20,0.17,27.57,-0.654,-0.302,-0.361,1660.34,4.19 ,1.70 ,7.45 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,83
R16_26_Cat10_T313,313,20,0.17,27.57,-0.66,-0.342,-0.36,1663.38,9.10 ,1.70 ,6.00 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,83
R18_02_Cat11_T293,293,200,0.17,27.57,-0.49,-0.114,-0.507,1700.73,6.15 ,1.88 ,6.63 ,3.27 ,1.70 ,2.70 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,83
R14_05_Cat05_T298,298,100,0.17,27.57,-0.575,-0.132,-0.165,1734.31,5.29 ,1.70 ,7.69 ,3.43 ,1.70 ,5.58 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,84
R16_10_Cat10_T313,313,20,0.17,27.57,-0.656,-0.305,-0.36,1659.36,5.41 ,1.70 ,7.26 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,84
R02_05_Cat03_T301,301,200,0.17,27.57,-0.605,-0.172,-0.2,1722.67,6.07 ,1.70 ,6.04 ,3.45 ,1.70 ,4.96 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,85
R14_10_Cat05_T298,298,100,0.17,27.57,-0.583,-0.129,-0.177,1727.84,8.61 ,1.70 ,5.98 ,5.27 ,1.70 ,7.69 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,85
R16_03_Cat10_T313,313,20,0.17,27.57,-0.655,-0.303,-0.361,1659.97,4.03 ,1.70 ,7.46 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85
