Reactions_Number,Temperature,S_C,H_logP,H_TPSA,Atom1 NBO charge,Atom3 NBO charge,Atom4 NBO charge,C=O/C=N Vibration Frequency,Sterimol L1,Sterimol Bmin1,Sterimol Bmax1,Sterimol L2,Sterimol Bmin2,Sterimol Bmax2,C_Di_HA,Bite_Anger,C_BL1,C_BL2,Ph_distance,N_Q1,N_Q2,M_Q,%V_bur,Ee
R16_08_Cat10_T313,313,20,0.17,27.57,-0.658,-0.307,-0.359,1654.19,4.51 ,1.70 ,7.25 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85
R16_09_Cat10_T313,313,20,0.17,27.57,-0.656,-0.305,-0.36,1659.22,5.19 ,1.70 ,7.26 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85
R16_11_Cat10_T313,313,20,0.17,27.57,-0.652,-0.296,-0.36,1659.68,5.43 ,1.70 ,7.26 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85
R16_25_Cat10_T313,313,20,0.17,27.57,-0.653,-0.328,-0.352,1632.43,6.13 ,1.70 ,4.64 ,3.31 ,1.70 ,3.33 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,85
R02_02_Cat03_T301,301,200,0.17,27.57,-0.619,-0.147,-0.79,1720.9,5.78 ,1.75 ,4.46 ,2.18 ,1.70 ,2.14 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,86
R02_03_Cat03_T301,301,200,0.17,27.57,-0.623,-0.164,-0.79,1716.53,6.29 ,1.75 ,3.25 ,2.18 ,1.70 ,2.14 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,86
R16_05_Cat10_T313,313,20,0.17,27.57,-0.652,-0.3,-0.361,1662.87,4.24 ,1.70 ,7.39 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,86
R16_23_Cat10_T313,313,20,0.17,27.57,-0.645,-0.288,-0.361,1667.48,5.27 ,1.70 ,7.18 ,3.32 ,1.70 ,3.31 ,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,87
R07_06_Cat05_T300,300,100,0.17,27.57,-0.57,-0.142,-0.171,1771.15,9.43 ,1.70 ,6.03 ,3.42 ,1.70 ,4.96 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,87.6
R02_02_Cat02_T301,301,200,0.17,27.57,-0.619,-0.147,-0.79,1720.9,5.78 ,1.75 ,4.46 ,2.18 ,1.70 ,2.14 ,42.1,79.22,2.16778,2.14473,1.77,-0.854,-0.553,0.035,0.783,88
R02_06_Cat03_T301,301,200,0.17,27.57,-0.626,-0.153,-0.784,1708,4.94 ,1.70 ,5.41 ,2.18 ,1.70 ,2.14 ,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,88
R13_07_Cat05_T298,298,67,0.17,27.57,-0.54,0.621,-0.64,1808.25,7.86 ,1.70 ,6.02 ,6.48 ,1.70 ,4.00 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,88
R14_09_Cat05_T298,298,100,0.17,27.57,-0.577,-0.13,-0.136,1729.96,5.25 ,1.70 ,7.69 ,6.84 ,1.70 ,5.85 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,88
R17_20_Cat08_T298,298,100,0.17,27.57,-0.554,0.324,-0.354,1740.77,6.20 ,1.70 ,8.06 ,4.35 ,1.70 ,4.31 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,88
R19_01_Cat09_T298,298,100,0.17,27.57,-0.456,-0.072,-0.116,1685.54,3.44 ,1.70 ,6.29 ,4.48 ,2.27 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,88
R07_13_Cat05_T300,300,100,0.17,27.57,-0.561,-0.153,-0.563,1813.87,6.93 ,1.70 ,4.91 ,2.28 ,1.70 ,3.25 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,88.1
R07_07_Cat05_T300,300,100,0.17,27.57,-0.571,-0.142,-0.171,1770.64,6.93 ,1.70 ,4.91 ,3.42 ,1.70 ,4.95 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,88.3
R02_03_Cat02_T313,313,200,0.17,27.57,-0.623,-0.164,-0.79,1716.83,6.29 ,1.75 ,3.25 ,2.18 ,1.70 ,2.14 ,42.1,79.22,2.16755,2.14475,1.77,-0.854,-0.553,0.034,0.783,89
R13_11_Cat05_T298,298,67,0.17,27.57,-0.552,-0.004,-0.642,1789.54,7.85 ,1.70 ,6.03 ,6.26 ,1.73 ,6.06 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,89
R13_14_Cat05_T298,298,67,0.17,27.57,-0.545,0.627,-0.64,1788.99,6.22 ,1.70 ,5.20 ,4.16 ,1.70 ,7.07 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,89
R18_03_Cat11_T293,293,200,0.17,27.57,-0.487,-0.112,-0.289,1695.05,6.16 ,1.84 ,6.63 ,3.27 ,1.70 ,3.25 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,89
R19_08_Cat09_T298,298,100,0.17,27.57,-0.45,-0.029,-0.117,1687.44,3.43 ,1.70 ,6.40 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,89
R07_12_Cat05_T300,300,100,0.17,27.57,-0.561,-0.153,-0.563,1814.18,11.88 ,1.70 ,4.85 ,2.28 ,1.70 ,3.25 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,89.6
R06_10_Cat06_T303,303,100,0.17,27.57,-0.6,-0.16,-0.194,1698.45,4.53 ,1.70 ,5.83 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.041,0.809,90
R09_10_Cat09_T298,298,100,0.17,27.57,-0.562,-0.169,-0.345,1761.52,4.47 ,1.70 ,5.23 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,90
R13_31_Cat05_T298,298,67,0.17,27.57,-0.544,0.614,-0.657,1791.36,7.37 ,2.27 ,5.59 ,6.53 ,1.70 ,3.79 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,90
R13_35_Cat05_T298,298,67,0.17,27.57,-0.562,0.593,-0.559,1791.64,5.49 ,1.83 ,3.10 ,4.98 ,1.70 ,3.26 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,90
R14_08_Cat05_T298,298,100,0.17,27.57,-0.573,-0.12,-0.131,1734.55,5.28 ,1.70 ,7.69 ,6.14 ,1.70 ,6.51 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,90
R18_01_Cat11_T293,293,200,0.17,27.57,-0.486,-0.117,-0.734,1700.17,6.15 ,1.88 ,6.63 ,2.19 ,1.70 ,2.14 ,47.9,78.98,2.15993,2.12513,1.91,-0.882,-0.774,-0.22,0.794,90
R19_04_Cat09_T298,298,100,0.17,27.57,-0.461,-0.084,-0.114,1683.27,5.94 ,1.70 ,3.51 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,90
R19_07_Cat09_T298,298,100,0.17,27.57,-0.463,-0.106,-0.129,1678.1,5.24 ,1.70 ,4.78 ,4.47 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,90
R19_11_Cat09_T298,298,100,0.17,27.57,-0.46,-0.083,-0.114,1686.1,6.21 ,1.70 ,4.13 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,90
R06_09_Cat06_T283,283,100,0.17,27.57,-0.603,-0.159,-0.189,1696.23,4.06 ,1.70 ,4.98 ,3.44 ,1.70 ,4.96 ,40.6,74.85,2.15757,2.17603,1.73,-0.875,-0.57,0.042,0.809,91
R13_10_Cat05_T298,298,67,0.17,27.57,-0.548,0.608,-0.646,1811.72,7.92 ,1.70 ,5.99 ,6.24 ,1.70 ,6.05 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,91
R14_15_Cat05_T298,298,100,0.17,27.57,-0.545,0.106,-0.137,1759.32,5.18 ,1.70 ,7.70 ,4.36 ,1.70 ,4.44 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,91
R19_02_Cat09_T298,298,100,0.17,27.57,-0.455,-0.055,-0.116,1686.26,4.69 ,1.70 ,4.97 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,91
R19_09_Cat09_T298,298,100,0.17,27.57,-0.454,-0.052,-0.116,1687.02,3.43 ,1.70 ,6.40 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,91
R19_10_Cat09_T298,298,100,0.17,27.57,-0.462,-0.07,-0.115,1683.3,6.15 ,1.70 ,6.43 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,91
R07_15_Cat05_T300,300,100,0.17,27.57,-0.561,-0.143,-0.171,1805.78,4.64 ,1.70 ,9.59 ,4.50 ,1.70 ,4.41 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,91.5
R07_09_Cat05_T300,300,100,0.17,27.57,-0.569,-0.142,-0.171,1771.05,9.47 ,1.70 ,5.81 ,3.42 ,1.70 ,4.95 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,91.8
R02_04_Cat02_T301,301,200,0.17,27.57,-0.6,-0.168,-0.533,1738.42,3.46 ,1.70 ,4.96 ,2.29 ,1.70 ,3.47 ,42.1,79.22,2.16778,2.14473,1.77,-0.854,-0.553,0.035,0.783,92
R09_07_Cat09_T298,298,100,0.17,27.57,-0.59,-0.163,-0.577,1743.63,5.18 ,1.70 ,5.27 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,92
R13_15_Cat05_T298,298,67,0.17,27.57,-0.541,0.61,-0.63,1800.74,6.14 ,1.72 ,5.15 ,4.97 ,1.70 ,4.96 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,92
R13_16_Cat05_T298,298,67,0.17,27.57,-0.539,0.611,-0.631,1805.68,6.11 ,1.75 ,5.15 ,5.01 ,1.70 ,5.46 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,92
R13_33_Cat05_T298,298,67,0.17,27.57,-0.539,0.61,-0.655,1804.13,6.55 ,1.70 ,3.77 ,4.84 ,1.70 ,5.48 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,92
R19_05_Cat09_T298,298,100,0.17,27.57,-0.461,-0.069,-0.115,1684.9,5.41 ,1.70 ,4.46 ,4.48 ,2.26 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,92
R19_06_Cat09_T298,298,100,0.17,27.57,-0.464,-0.106,-0.114,1681.83,6.90 ,1.70 ,4.03 ,4.48 ,2.27 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,92
R19_12_Cat09_T298,298,100,0.17,27.57,-0.47,-0.086,-0.112,1672.49,6.15 ,1.77 ,6.64 ,3.45 ,1.70 ,4.97 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,92
R22_05_Cat13_T333,333,200,0.17,27.57,-0.643,-0.167,-0.788,1688.13,6.91 ,1.70 ,6.35 ,2.18 ,1.70 ,2.14 ,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,92.3
R02_05_Cat02_T301,301,200,0.17,27.57,-0.605,-0.172,-0.2,1722.67,6.07 ,1.70 ,6.04 ,3.45 ,1.70 ,4.96 ,42.1,79.22,2.16778,2.14473,1.77,-0.854,-0.553,0.035,0.783,93
R06_18_Cat06_T303,303,100,0.17,27.57,-0.604,-0.102,-0.159,1690.59,5.13 ,1.70 ,6.29 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,93
R13_34_Cat05_T298,298,67,0.17,27.57,-0.529,0.609,-0.569,1805.42,6.90 ,1.70 ,5.27 ,5.49 ,1.81 ,3.09 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,93
R14_02_Cat05_T298,298,100,0.17,27.57,-0.575,-0.131,-0.146,1733.73,5.15 ,1.70 ,7.69 ,5.39 ,1.71 ,4.47 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,93
R19_03_Cat09_T298,298,100,0.17,27.57,-0.456,-0.071,-0.116,1685.99,3.44 ,1.70 ,6.52 ,4.48 ,2.27 ,4.94 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,93
R19_14_Cat09_T298,298,100,0.17,27.57,-0.467,-0.069,-0.112,1681.1,6.15 ,1.99 ,6.63 ,6.15 ,1.70 ,6.43 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,93
R04_01_Cat05_T353,353,200,0.17,27.57,-0.626,-0.167,-0.789,1714.39,3.45 ,1.70 ,4.96 ,2.18 ,1.70 ,2.14 ,40,77.3,2.16582,2.15144,1.74,-0.851,-0.552,0.023,0.792,94
R04_03_Cat05_T313,313,200,0.17,27.57,-0.629,-0.162,-0.347,1693.17,3.51 ,1.70 ,5.02 ,3.47 ,1.70 ,4.97 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,94
R09_02_Cat09_T298,298,100,0.17,27.57,-0.577,-0.164,-0.565,1751.2,5.34 ,1.70 ,5.37 ,3.46 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,94
R09_05_Cat09_T298,298,100,0.17,27.57,-0.569,-0.167,-0.604,1760.38,6.73 ,1.83 ,3.55 ,3.46 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,94
R09_06_Cat09_T298,298,100,0.17,27.57,-0.575,-0.165,-0.575,1753.16,5.26 ,1.70 ,5.43 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,94
R13_02_Cat05_T298,298,67,0.17,27.57,-0.544,0.615,-0.644,1807.55,8.54 ,2.41 ,5.71 ,7.52 ,1.91 ,5.51 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,94
R13_08_Cat05_T298,298,67,0.17,27.57,-0.547,0.616,-0.645,1804.32,7.45 ,2.30 ,3.59 ,5.55 ,1.80 ,4.36 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,94
R13_24_Cat05_T298,298,67,0.17,27.57,-0.549,0.632,-0.558,1795.52,7.10 ,1.70 ,5.08 ,4.56 ,1.87 ,6.93 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,94
R13_32_Cat05_T298,298,67,0.17,27.57,-0.549,0.613,-0.657,1786.47,6.54 ,1.70 ,3.80 ,4.95 ,1.70 ,4.98 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,94
R17_18_Cat08_T298,298,100,0.17,27.57,-0.563,0.325,-0.371,1733.28,7.88 ,1.70 ,5.76 ,4.38 ,1.70 ,4.30 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,94
R17_19_Cat08_T298,298,100,0.17,27.57,-0.564,0.325,-0.372,1732.59,8.76 ,2.51 ,6.04 ,4.38 ,1.70 ,4.30 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,94
R07_04_Cat05_T300,300,100,0.17,27.57,-0.569,-0.142,-0.171,1770.78,17.28 ,2.53 ,4.72 ,3.42 ,1.70 ,4.95 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,94.3
R10_12_Cat05_T300,300,100,0.17,27.57,-0.545,0.605,-0.141,1770.02,8.33 ,1.71 ,4.22 ,7.04 ,3.18 ,5.38 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,94.42
R01_03_Cat01_T301,301,200,0.17,27.57,-0.623,-0.164,-0.79,1716.53,6.29 ,1.75 ,3.25 ,2.18 ,1.70 ,2.14 ,42.2,77.79,2.14262,2.12838,1.73,-0.863,-0.742,0.027,0.796,95
R01_07_Cat01_T301,301,200,0.17,27.57,-0.628,-0.163,-0.559,1711.28,4.98 ,1.71 ,3.25 ,9.31 ,2.03 ,3.54 ,42.2,77.79,2.14262,2.12838,1.73,-0.863,-0.742,0.027,0.796,95
R02_01_Cat02_T313,313,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45 ,1.70 ,4.96 ,2.18 ,1.70 ,2.14 ,42.1,79.22,2.16755,2.14475,1.77,-0.854,-0.553,0.034,0.783,95
R04_04_Cat05_T301,301,200,0.17,27.57,-0.63,-0.166,-0.553,1706.85,4.98 ,1.71 ,3.25 ,3.27 ,1.70 ,2.71 ,39.9,77.32,2.16677,2.15106,1.74,-0.834,-0.553,0.033,0.792,95
R04_04_Cat05_T313,313,200,0.17,27.57,-0.63,-0.166,-0.553,1707.12,4.98 ,1.71 ,3.25 ,3.27 ,1.70 ,2.71 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,95
R04_05_Cat05_T313,313,200,0.17,27.57,-0.628,-0.162,-0.338,1708.28,3.43 ,1.70 ,4.97 ,3.27 ,1.70 ,3.25 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,95
R06_19_Cat06_T283,283,100,0.17,27.57,-0.606,-0.133,-0.158,1691.19,4.03 ,1.70 ,5.58 ,3.44 ,1.70 ,4.96 ,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,95
R09_03_Cat09_T298,298,100,0.17,27.57,-0.577,-0.164,-0.567,1751.16,5.33 ,1.70 ,5.67 ,3.46 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,95
R09_08_Cat09_T298,298,100,0.17,27.57,-0.559,-0.173,-0.353,1762.06,9.47 ,1.70 ,5.81 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,95
R09_11_Cat09_T298,298,100,0.17,27.57,-0.566,-0.167,-0.341,1758.84,5.01 ,1.70 ,5.34 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,95
R13_12_Cat05_T298,298,67,0.17,27.57,-0.571,0.608,-0.659,1775.81,7.89 ,1.70 ,6.03 ,6.23 ,1.70 ,6.05 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,95
R13_22_Cat05_T298,298,67,0.17,27.57,-0.553,0.598,-0.645,1812.67,6.18 ,1.71 ,5.20 ,4.18 ,1.70 ,2.83 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,95
R14_17_Cat05_T298,298,100,0.17,27.57,-0.545,-0.103,-0.12,1720.99,5.17 ,1.70 ,7.70 ,6.59 ,1.70 ,6.02 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,95
R14_18_Cat05_T298,298,100,0.17,27.57,-0.553,-0.116,-0.117,1713.99,9.60 ,1.70 ,4.41 ,5.26 ,1.70 ,7.71 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,95
R17_15_Cat08_T298,298,100,0.17,27.57,-0.566,0.324,-0.387,1732.24,6.24 ,1.85 ,6.48 ,4.35 ,1.70 ,4.31 ,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,95
R20_11_Cat12_T323,323,100,-0.14,72.3,-0.612,-0.163,-0.345,1767.74,4.57 ,2.20 ,7.13 ,3.25 ,1.96 ,3.24 ,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,95
R22_01_Cat13_T333,333,1000,0.17,27.57,-0.665,-0.234,-0.777,1620.1,6.36 ,1.70 ,4.77 ,2.18 ,1.70 ,2.13 ,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,95
R07_11_Cat05_T300,300,100,0.17,27.57,-0.561,-0.153,-0.563,1813.95,10.94 ,1.70 ,4.04 ,2.28 ,1.70 ,3.25 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,95.2
R10_06_Cat05_T300,300,100,0.17,27.57,-0.552,0.61,-0.22,1748.01,8.33 ,1.70 ,4.10 ,3.83 ,1.70 ,4.97 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,95.3
R07_10_Cat05_T300,300,100,0.17,27.57,-0.561,-0.153,-0.563,1814,9.47 ,1.70 ,5.80 ,2.28 ,1.70 ,3.25 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,95.4
R07_14_Cat05_T300,300,100,0.17,27.57,-0.564,-0.153,-0.569,1807.95,4.31 ,2.46 ,9.74 ,3.24 ,1.75 ,2.69 ,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,95.5
R01_01_Cat01_T333,333,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45 ,1.70 ,4.96 ,2.18 ,1.70 ,2.14 ,42.2,78.62,2.11968,2.13272,1.73,-0.87,-0.742,0.025,0.796,96
R01_08_Cat01_T301,301,200,0.17,27.57,-0.631,-0.167,-0.789,1717.21,4.27 ,1.70 ,7.18 ,2.18 ,1.70 ,2.14 ,42.2,77.79,2.14262,2.12838,1.73,-0.863,-0.742,0.027,0.796,96
R04_01_Cat05_T301,301,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45 ,1.70 ,4.96 ,2.18 ,1.70 ,2.14 ,39.9,77.32,2.16677,2.15106,1.74,-0.834,-0.553,0.033,0.792,96
R04_01_Cat05_T313,313,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45 ,1.70 ,4.96 ,2.18 ,1.70 ,2.14 ,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,96
R09_04_Cat09_T298,298,100,0.17,27.57,-0.575,-0.165,-0.599,1756.91,5.09 ,1.70 ,5.24 ,3.46 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96
R09_09_Cat09_T298,298,100,0.17,27.57,-0.561,-0.172,-0.353,1761.48,4.45 ,1.70 ,5.16 ,3.45 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96
R09_13_Cat09_T298,298,100,0.17,27.57,-0.586,-0.161,-0.56,1750.27,6.39 ,1.70 ,6.11 ,3.46 ,1.70 ,4.96 ,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96
R14_21_Cat05_T298,298,100,0.17,27.57,-0.542,-0.093,-0.121,1722.73,7.44 ,1.70 ,6.13 ,5.18 ,1.70 ,7.70 ,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,96
